match_id,unix_epoc_secs,team_a_id,team_a_name,team_a_score,team_b_id,team_b_name,team_b_score,location,competition
4940,154396800000,741,Malaysia,0,736,Korea,41,,Asian Championship 1974
1786,154449000000,36,Ireland,6,37,New Zealand,15,Ireland,Tour 1974
1968,155001600000,42,France,8,39,South Africa,10,France,Tour 1974
5154,156297600000,42,France,36,1211,Czechoslovakia,3,,Federation Internationale de Rugby Amateur Championship 1974
4887,157766400000,45,Samoa,14,47,Tonga,9,,
4902,157766400000,45,Samoa,10,47,Tonga,15,,
4961,157766400000,700,Bermuda,16,732,Jamaica,10,,
5025,157766400000,772,Thailand,28,741,Malaysia,3,,
8076,157766400000,772,Thailand,28,741,Malaysia,3,,
558,159235200000,42,France,10,33,Wales,25,France,Five Nations 1975
1003,159288300000,36,Ireland,12,34,England,9,Ireland,Five Nations 1975
